,Lemmas,PoS,Sentiment
5837,thronging,VBG,Disgust/Fear
5838,wailed,VBD,Disgust/Fear
5839,entereth,VB,Disgust/Fear
5840,outwent,VB,Disgust/Fear
5841,toiling,VBG,Disgust/Fear
5842,honoureth,VBP,Disgust/Fear
5843,reject,VBP,Sad/Angry
5844,purging,VBG,Disgust/Fear
5845,deaf,VBN,Disgust/Fear
5846,sighed,VBD,Disgust/Fear
5847,question,VB,Disgust/Fear
5848,bethsaida,VB,Disgust/Fear
5849,spit,VBN,Disgust/Fear
5850,questioning,VBG,Sad/Angry
5851,mean,VB,Disgust/Fear
5852,teareth,VBD,Disgust/Fear
5853,wallowed,VBD,Disgust/Fear
5854,disputed,VBN,Sad/Angry
5855,forbad,VBP,Disgust/Fear
5856,forbid,VBD,Sad/Angry
5857,christ,VB,Disgust/Fear
5858,maimed,VBD,Disgust/Fear
5859,salt,VBN,Disgust/Fear
5860,peace,VBN,Happy
5861,resort,VBP,Disgust/Fear
5862,committeth,VB,Disgust/Fear
5863,sendeth,VBD,Disgust/Fear
5864,loose,VBP,Sad/Angry
5865,loosing,VBG,Disgust/Fear
5866,answering,VBG,Disgust/Fear
5867,doubt,VB,Sad/Angry
5868,soever,VBP,Disgust/Fear
5869,caesar,VB,Disgust/Fear
5870,perceiving,VBG,Disgust/Fear
5871,calleth,VBP,Disgust/Fear
5872,andrew,VB,Disgust/Fear
5873,beforehand,VB,Disgust/Fear
5874,seduce,VB,Disgust/Fear
5875,foretold,VBN,Disgust/Fear
5876,furnished,VBD,Disgust/Fear
5877,drew,VBG,Disgust/Fear
5878,agreed,VBD,Happy
5879,buffet,VB,Disgust/Fear
5880,beneath,VBN,Disgust/Fear
5881,warming,VBG,Happy
5882,released,VBN,Disgust/Fear
5883,platted,VBD,Disgust/Fear
5884,compel,VBP,Disgust/Fear
5885,crucify,VBP,Disgust/Fear
5886,railed,VBN,Disgust/Fear
5887,craved,VBD,Disgust/Fear
5888,marvelled,VBN,Disgust/Fear
5889,roll,VB,Disgust/Fear
5890,mary,VB,Disgust/Fear
5891,upbraided,VBD,Disgust/Fear
5892,damned,VBN,Sad/Angry
5893,confirming,VBG,Disgust/Fear
5894,beckoned,VBD,Disgust/Fear
5895,overshadow,VB,Disgust/Fear
5896,elisabeth,VB,Disgust/Fear
5897,holy,VB,Disgust/Fear
5898,swaddling,VBG,Disgust/Fear
5899,wondered,VBN,Disgust/Fear
5900,pondered,VBD,Disgust/Fear
5901,glorifying,VBG,Happy
5902,pierce,VB,Disgust/Fear
5903,supposing,VBG,Disgust/Fear
5904,nazareth,VB,Disgust/Fear
5905,impart,VB,Disgust/Fear
5906,demanded,VBN,Sad/Angry
5907,mused,VBN,Disgust/Fear
5908,baptize,VBP,Disgust/Fear
5909,unloose,VB,Disgust/Fear
5910,herod,VBP,Disgust/Fear
5911,recovering,VBG,Disgust/Fear
5912,whereon,VB,Disgust/Fear
5913,hurt,VBD,Sad/Angry
5914,christ,VBP,Disgust/Fear
5915,rebuking,VBG,Disgust/Fear
5916,toiled,VBN,Disgust/Fear
5917,land,VB,Disgust/Fear
5918,rubbing,VBG,Disgust/Fear
5919,hoping,VBG,Happy
5920,grape,VBP,Disgust/Fear
5921,shouldest,VBP,Disgust/Fear
5922,cured,VBD,Disgust/Fear
5923,whereunto,VBD,Disgust/Fear
5924,liken,VBP,Disgust/Fear
5925,forgave,VB,Happy
5926,wiped,VBD,Disgust/Fear
5927,launched,VBD,Happy
5928,sailed,VBD,Disgust/Fear
5929,arrived,VBD,Disgust/Fear
5930,stanched,VBN,Disgust/Fear
5931,john,VBD,Disgust/Fear
5932,advantaged,VBN,Happy
5933,gain,VBD,Happy
5934,departeth,VBP,Disgust/Fear
5935,cleaveth,VBP,Disgust/Fear
5936,lightning,VBG,Disgust/Fear
5937,neighbour,VBN,Disgust/Fear
5938,cumbered,VBN,Disgust/Fear
5939,indebted,VBN,Disgust/Fear
5940,overcome,VBD,Disgust/Fear
5941,divideth,VB,Disgust/Fear
5942,sucked,VBN,Sad/Angry
5943,reproachest,VBP,Disgust/Fear
5944,urge,VB,Disgust/Fear
5945,forewarn,VB,Disgust/Fear
5946,storehouse,VBN,Disgust/Fear
5947,barn,VBP,Disgust/Fear
5948,spin,VBP,Disgust/Fear
5949,cumbereth,VBP,Disgust/Fear
5950,loose,VBD,Sad/Angry
5951,resemble,VB,Disgust/Fear
5952,liken,VBD,Disgust/Fear
5953,killest,VBP,Disgust/Fear
5954,worship,VBN,Happy
5955,excused,VBN,Disgust/Fear
5956,intending,VBG,Disgust/Fear
5957,counteth,VB,Disgust/Fear
5958,seasoned,VBN,Disgust/Fear
5959,gavest,VBP,Disgust/Fear
5960,fatted,VBN,Disgust/Fear
5961,steward,VB,Disgust/Fear
5962,resolved,VBN,Happy
5963,derided,VBD,Sad/Angry
5964,putteth,VBP,Disgust/Fear
5965,fared,VBD,Disgust/Fear
5966,tormented,VBD,Disgust/Fear
5967,repent,VBD,Disgust/Fear
5968,lo,VBP,Disgust/Fear
5969,spitted,VBD,Disgust/Fear
5970,understood,VBP,Disgust/Fear
5971,meant,VBD,Disgust/Fear
5972,guest,VBN,Disgust/Fear
5973,bethany,VB,Disgust/Fear
5974,belong,VBP,Disgust/Fear
5975,teachest,VBP,Disgust/Fear
5976,deny,VBP,Sad/Angry
5977,durst,VBD,Disgust/Fear
5978,calleth,VBD,Disgust/Fear
5979,terrified,VBN,Sad/Angry
5980,delivering,VBG,Disgust/Fear
5981,gainsay,VB,Disgust/Fear
5982,failing,VBG,Sad/Angry
5983,overcharged,VBN,Disgust/Fear
5984,betrayeth,VBD,Disgust/Fear
5985,crow,VB,Disgust/Fear
5986,affirmed,VBN,Disgust/Fear
5987,blindfolded,VBN,Disgust/Fear
5988,perverting,VBG,Sad/Angry
5989,forbidding,VBG,Sad/Angry
5990,christ,VBG,Disgust/Fear
5991,examined,VBN,Disgust/Fear
5992,requiring,VBG,Disgust/Fear
5993,consented,VBN,Disgust/Fear
5994,stooping,VBG,Disgust/Fear
5995,reasoned,VBN,Disgust/Fear
5996,sad,VBN,Sad/Angry
5997,astonished,VBD,Happy
5998,vanished,VBD,Disgust/Fear
5999,behoved,VBD,Disgust/Fear
6000,philip,VBP,Disgust/Fear
6001,wanted,VBD,Disgust/Fear
6002,manifested,VBD,Disgust/Fear
6003,hearest,VB,Disgust/Fear
6004,baptized,VBD,Disgust/Fear
6005,salim,VB,Disgust/Fear
6006,knewest,VBP,Disgust/Fear
6007,know,VBD,Disgust/Fear
6008,harvest,VB,Disgust/Fear
6009,gathereth,VB,Disgust/Fear
6010,stepped,VBD,Disgust/Fear
6011,steppeth,VBP,Disgust/Fear
6012,conveyed,VBN,Disgust/Fear
6013,marvel,VB,Happy
6014,honour,VBN,Happy
6015,god,VBG,Happy
6016,rowed,VBN,Disgust/Fear
6017,willingly,VBP,Disgust/Fear
6018,own,VB,Disgust/Fear
6019,drinketh,VB,Disgust/Fear
6020,abode,VBD,Disgust/Fear
6021,circumcision,VBP,Disgust/Fear
6022,hear,VBD,Disgust/Fear
6023,convicted,VBN,Disgust/Fear
6024,committeth,VBP,Disgust/Fear
6025,convinceth,VBP,Disgust/Fear
6026,leadeth,VB,Disgust/Fear
6027,putteth,VBD,Disgust/Fear
6028,hireling,VBG,Disgust/Fear
6029,stone,VBP,Disgust/Fear
6030,stumbleth,VBD,Disgust/Fear
6031,martha,VB,Disgust/Fear
6032,groaned,VBD,Disgust/Fear
6033,iscariot,VBP,Disgust/Fear
6034,philip,VB,Disgust/Fear
6035,signifying,VBG,Disgust/Fear
6036,blinded,VBD,Disgust/Fear
6037,juda,VB,Disgust/Fear
6038,love,VBN,Happy
6039,sufficeth,VBD,Disgust/Fear
6040,hast,VBN,Disgust/Fear
6041,because,VB,Disgust/Fear
6042,iscariot,VB,Disgust/Fear
6043,fruit,VB,Disgust/Fear
6044,friend,VBP,Happy
6045,hateth,VB,Disgust/Fear
6046,proceedeth,VBP,Disgust/Fear
6047,asketh,VBP,Disgust/Fear
6048,resorted,VBD,Disgust/Fear
6049,anna,VB,Disgust/Fear
6050,sayest,VBP,Disgust/Fear
6051,scourged,VBD,Disgust/Fear
6052,mary,VBP,Disgust/Fear
6053,wound,VBD,Disgust/Fear
6054,remitted,VBN,Disgust/Fear
6055,thomas,VB,Disgust/Fear
6056,believing,VBG,Disgust/Fear
6057,girt,VBD,Disgust/Fear
6058,dragging,VBG,Disgust/Fear
6059,durst,VBP,Disgust/Fear
6060,dined,VBN,Disgust/Fear
6061,ghost,VBD,Sad/Angry
6062,gazing,VBG,Disgust/Fear
6063,jerusalem,VBG,Disgust/Fear
6064,gushed,VBN,Disgust/Fear
6065,companied,VBN,Disgust/Fear
6066,rushing,VBG,Disgust/Fear
6067,cloven,VBP,Disgust/Fear
6068,approved,VBN,Happy
6069,foresaw,VBD,Disgust/Fear
6070,fastening,VBG,Disgust/Fear
6071,expecting,VBG,Disgust/Fear
6072,give,VBN,Disgust/Fear
6073,ran,VBP,Disgust/Fear
6074,wot,VBD,Disgust/Fear
6075,refreshing,VBG,Disgust/Fear
6076,likewise,VBN,Disgust/Fear
6077,howbeit,VBD,Disgust/Fear
6078,whole,VBP,Disgust/Fear
6079,unlearned,VBN,Disgust/Fear
6080,threaten,VB,Sad/Angry
6081,right,VBN,Disgust/Fear
6082,threatened,VBN,Sad/Angry
6083,lied,VBN,Sad/Angry
6084,boasting,VBG,Disgust/Fear
6085,refrain,VBP,Disgust/Fear
6086,beaten,VB,Sad/Angry
6087,prayer,VB,Disgust/Fear
6088,disputing,VBG,Sad/Angry
6089,suborned,VBD,Disgust/Fear
6090,kindred,VBD,Disgust/Fear
6091,sina,VBP,Disgust/Fear
6092,stiffnecked,VBD,Disgust/Fear
6093,consenting,VBG,Disgust/Fear
6094,haling,VBG,Disgust/Fear
6095,bewitched,VBD,Disgust/Fear
6096,bewitched,VBN,Disgust/Fear
6097,esaias,VBD,Disgust/Fear
6098,caesarea,VB,Disgust/Fear
6099,breathing,VBG,Disgust/Fear
6100,shined,VBN,Disgust/Fear
6101,kick,VB,Disgust/Fear
6102,proving,VBG,Disgust/Fear
6103,tarsus,VB,Disgust/Fear
6104,edified,VBN,Disgust/Fear
6105,joppa,VB,Disgust/Fear
6106,dorcas,VBP,Disgust/Fear
6107,doubted,VBN,Sad/Angry
6108,doubting,VBG,Sad/Angry
6109,cornelius,VBD,Disgust/Fear
6110,accompanied,VBN,Disgust/Fear
6111,gainsaying,VBG,Disgust/Fear
6112,believeth,VBN,Disgust/Fear
6113,travelled,VBD,Disgust/Fear
6114,antioch,VB,Disgust/Fear
6115,apprehended,VBN,Disgust/Fear
6116,wist,VB,Disgust/Fear
6117,knocked,VBN,Disgust/Fear
6118,affirmed,VBD,Disgust/Fear
6119,beckoning,VBG,Disgust/Fear
6120,chamberlain,VBP,Disgust/Fear
6121,cyprus,VB,Disgust/Fear
6122,john,VBN,Disgust/Fear
6123,withstood,VBD,Disgust/Fear
6124,blind,VBN,Sad/Angry
6125,perga,VB,Disgust/Fear
6126,pilate,VBP,Disgust/Fear
6127,contradicting,VBG,Sad/Angry
6128,affected,VBN,Sad/Angry
6129,sat,VB,Disgust/Fear
6130,paul,VB,Disgust/Fear
6131,filling,VBG,Disgust/Fear
6132,scarce,VBP,Disgust/Fear
6133,derbe,VB,Disgust/Fear
6134,lystra,VB,Disgust/Fear
6135,exhorting,VBG,Disgust/Fear
6136,pamphylia,VB,Disgust/Fear
6137,recommended,VBN,Happy
6138,barnabas,VB,Disgust/Fear
6139,abstain,VBP,Disgust/Fear
6140,strangled,VBN,Sad/Angry
6141,greeting,VBG,Happy
6142,subverting,VBG,Disgust/Fear
6143,hazarded,VBN,Disgust/Fear
6144,idol,VB,Disgust/Fear
6145,dismissed,VBN,Disgust/Fear
6146,mysia,VB,Disgust/Fear
6147,passing,VBP,Disgust/Fear
6148,troas,VB,Disgust/Fear
6149,endeavoured,VBD,Disgust/Fear
6150,samothracia,VB,Disgust/Fear
6151,philippi,VB,Disgust/Fear
6152,soothsaying,VBG,Disgust/Fear
6153,charging,VBG,Disgust/Fear
6154,awaking,VBG,Disgust/Fear
6155,uncondemned,VBD,Disgust/Fear
6156,thessalonica,VB,Disgust/Fear
6157,consorted,VBD,Disgust/Fear
6158,assaulted,VBD,Sad/Angry
6159,conducted,VBD,Disgust/Fear
6160,idolatry,VB,Disgust/Fear
6161,disputed,VBD,Sad/Angry
6162,encountered,VBD,Disgust/Fear
6163,winked,VBD,Disgust/Fear
6164,paul,VBP,Disgust/Fear
6165,corinth,VB,Disgust/Fear
6166,opposed,VBD,Disgust/Fear
6167,shorn,VBN,Disgust/Fear
6168,ephesus,VB,Disgust/Fear
6169,landed,VBN,Disgust/Fear
6170,persuading,VBG,Disgust/Fear
6171,adjure,VBP,Disgust/Fear
6172,overcame,VB,Disgust/Fear
6173,confused,VBN,Sad/Angry
6174,alexander,VBP,Disgust/Fear
6175,beckoned,VBN,Disgust/Fear
6176,implead,VB,Disgust/Fear
6177,enquire,VBP,Disgust/Fear
6178,sail,VB,Disgust/Fear
6179,accompanied,VBD,Disgust/Fear
6180,ship,VB,Disgust/Fear
6181,minding,VBG,Disgust/Fear
6182,mitylene,VB,Disgust/Fear
6183,miletus,VB,Disgust/Fear
6184,publickly,VBP,Disgust/Fear
6185,testifying,VBG,Disgust/Fear
6186,move,VBP,Disgust/Fear
6187,dear,VBP,Happy
6188,sparing,VBG,Disgust/Fear
6189,coveted,VBN,Disgust/Fear
6190,support,VB,Happy
6191,sorrowing,VBG,Sad/Angry
6192,launched,VBN,Happy
6193,landed,VBD,Disgust/Fear
6194,unlade,VB,Disgust/Fear
6195,ptolemais,VB,Disgust/Fear
6196,saluted,VBN,Disgust/Fear
6197,informed,VBN,Disgust/Fear
6198,walkest,VBP,Disgust/Fear
6199,keepest,VB,Disgust/Fear
6200,concluded,VBD,Disgust/Fear
6201,signify,VB,Disgust/Fear
6202,trophimus,VBP,Disgust/Fear
6203,madest,VBP,Disgust/Fear
6204,imprisoned,VBD,Sad/Angry
6205,scourging,VBG,Disgust/Fear
6206,whited,VBD,Disgust/Fear
6207,confess,VBP,Disgust/Fear
6208,banded,VBD,Disgust/Fear
6209,paul,VBD,Disgust/Fear
6210,prayed,VB,Disgust/Fear
6211,felix,VBD,Disgust/Fear
6212,antipatris,VB,Disgust/Fear
6213,ananias,VBP,Disgust/Fear
6214,enjoy,VBP,Happy
6215,accept,VBP,Happy
6216,examining,VBG,Disgust/Fear
6217,accuse,VBP,Sad/Angry
6218,assented,VBD,Disgust/Fear
6219,neither,VBP,Disgust/Fear
6220,allow,VBP,Happy
6221,porcius,VBP,Disgust/Fear
6222,felix,VB,Disgust/Fear
6223,appeal,VBP,Disgust/Fear
6224,conferred,VBN,Disgust/Fear
6225,appealed,VBD,Disgust/Fear
6226,licence,VBN,Disgust/Fear
6227,appealed,VBN,Disgust/Fear
6228,augustus,VB,Disgust/Fear
6229,permitted,VBD,Disgust/Fear
6230,expert,VBN,Disgust/Fear
6231,contrary,VBP,Disgust/Fear
6232,mad,VBN,Sad/Angry
6233,sailed,VBN,Disgust/Fear
6234,myra,VB,Disgust/Fear
6235,sailing,VBG,Disgust/Fear
6236,suffering,VBG,Sad/Angry
6237,phenice,VB,Disgust/Fear
6238,undergirding,VBG,Disgust/Fear
6239,midnight,VBD,Disgust/Fear
6240,deemed,VBD,Disgust/Fear
6241,hoised,VBD,Disgust/Fear
6242,swollen,VBN,Disgust/Fear
6243,publius,VBN,Disgust/Fear
6244,wintered,VBN,Disgust/Fear
6245,landing,VBG,Disgust/Fear
6246,rhegium,VB,Disgust/Fear
6247,puteoli,VB,Disgust/Fear
6248,rome,VB,Disgust/Fear
6249,constrained,VBN,Sad/Angry
6250,peace,VB,Happy
6251,faith,VB,Happy
6252,professing,VBG,Disgust/Fear
6253,pleasure,VBN,Happy
6254,accusing,VBG,Sad/Angry
6255,excusing,VBG,Disgust/Fear
6256,preachest,VBP,Disgust/Fear
6257,sayest,VBD,Disgust/Fear
6258,uncircumcision,VB,Disgust/Fear
6259,believeth,VBP,Disgust/Fear
6260,excluded,VBN,Sad/Angry
6261,conclude,VBP,Disgust/Fear
6262,impute,VB,Disgust/Fear
6263,quickeneth,VBD,Disgust/Fear
6264,staggered,VBD,Disgust/Fear
6265,glory,VBP,Happy
6266,ashamed,VB,Sad/Angry
6267,dare,VB,Disgust/Fear
6268,abounded,VBD,Disgust/Fear
6269,grace,VB,Happy
6270,yielded,VBN,Disgust/Fear
6271,iniquity,VB,Disgust/Fear
6272,wretched,VBD,Disgust/Fear
6273,mortify,VB,Disgust/Fear
6274,reckon,VBP,Disgust/Fear
6275,subjected,VBN,Disgust/Fear
6276,predestinate,VB,Disgust/Fear
6277,conformed,VBN,Disgust/Fear
6278,hardeneth,VB,Disgust/Fear
6279,resisted,VBN,Disgust/Fear
6280,repliest,VBP,Disgust/Fear
6281,longsuffering,VBG,Disgust/Fear
6282,describeth,VBP,Disgust/Fear
6283,foreknew,VBD,Disgust/Fear
6284,obtained,VB,Disgust/Fear
6285,blinded,VBN,Disgust/Fear
6286,emulation,VB,Disgust/Fear
6287,graffed,VBN,Disgust/Fear
6288,standest,VBN,Disgust/Fear
6289,highminded,VBN,Disgust/Fear
6290,graff,VB,Disgust/Fear
6291,nature,VB,Disgust/Fear
6292,transformed,VBN,Disgust/Fear
6293,differing,VBG,Disgust/Fear
6294,affectioned,VBD,Happy
6295,preferring,VBG,Disgust/Fear
6296,distributing,VBG,Disgust/Fear
6297,condescend,VBP,Disgust/Fear
6298,overcome,VBP,Disgust/Fear
6299,resist,VBP,Disgust/Fear
6300,attending,VBG,Disgust/Fear
6301,owe,VBP,Disgust/Fear
6302,comprehended,VBN,Disgust/Fear
6303,chambering,VBG,Disgust/Fear
6304,doubtful,VB,Sad/Angry
6305,serveth,VBP,Disgust/Fear
6306,approved,VBD,Happy
6307,edify,VB,Disgust/Fear
6308,likeminded,VBN,Disgust/Fear
6309,laud,VB,Disgust/Fear
6310,therefore,VBN,Disgust/Fear
6311,strived,VBN,Disgust/Fear
6312,phebe,VBP,Disgust/Fear
6313,assist,VB,Disgust/Fear
6314,aquila,VB,Disgust/Fear
6315,stachys,VB,Disgust/Fear
6316,greet,VB,Happy
6317,deceive,VBP,Sad/Angry
6318,erastus,VB,Disgust/Fear
6319,quartus,VB,Disgust/Fear
6320,enriched,VBN,Disgust/Fear
6321,enticing,VBG,Disgust/Fear
6322,comparing,VBG,Disgust/Fear
6323,discerned,VBN,Disgust/Fear
6324,envying,VBG,Sad/Angry
6325,carnal,VB,Disgust/Fear
6326,seemeth,VBP,Disgust/Fear
6327,transferred,VBN,Disgust/Fear
6328,puffed,VBN,Disgust/Fear
6329,differ,VB,Disgust/Fear
6330,buffeted,VBN,Disgust/Fear
6331,reviled,VBN,Disgust/Fear
6332,defamed,VBN,Disgust/Fear
6333,intreat,VBP,Disgust/Fear
6334,timotheus,VBP,Disgust/Fear
6335,glorying,VBG,Disgust/Fear
6336,holy,VBP,Disgust/Fear
6337,spare,VBP,Disgust/Fear
6338,abusing,VBG,Sad/Angry
6339,pas,VBD,Disgust/Fear
6340,edifieth,VBP,Disgust/Fear
6341,emboldened,VBN,Disgust/Fear
6342,free,VB,Happy
6343,abuse,VBP,Sad/Angry
6344,partaker,VBN,Disgust/Fear
6345,devil,VB,Sad/Angry
6346,edify,VBP,Disgust/Fear
6347,dishonoureth,VB,Disgust/Fear
6348,prophesieth,VB,Disgust/Fear
6349,supped,VBN,Disgust/Fear
6350,discerning,VBG,Disgust/Fear
6351,bestow,VBP,Disgust/Fear
6352,hopeth,VBP,Disgust/Fear
6353,endureth,VBP,Disgust/Fear
6354,harped,VBN,Disgust/Fear
6355,easy,VBP,Happy
6356,unlearned,VBD,Disgust/Fear
6357,convinced,VBN,Happy
6358,permitted,VBN,Disgust/Fear
6359,protest,VBP,Sad/Angry
6360,corrupt,VBP,Disgust/Fear
6361,quickened,VBN,Disgust/Fear
6362,despise,VBD,Sad/Angry
6363,conduct,VBP,Disgust/Fear
6364,addicted,VBN,Disgust/Fear
6365,supplied,VBN,Disgust/Fear
6366,anathema,VBN,Disgust/Fear
6367,comforteth,VBP,Disgust/Fear
6368,despaired,VBD,Sad/Angry
6369,youward,VB,Disgust/Fear
6370,stablisheth,VBD,Disgust/Fear
6371,dominion,VBN,Disgust/Fear
6372,overcharge,VB,Disgust/Fear
6373,inflicted,VBN,Disgust/Fear
6374,obedient,VBN,Disgust/Fear
6375,godward,VB,Disgust/Fear
6376,exceed,VBP,Disgust/Fear
6377,untaken,VB,Disgust/Fear
6378,renounced,VBN,Disgust/Fear
6379,commending,VBG,Disgust/Fear
6380,burdened,VBN,Sad/Angry
6381,occasion,VBP,Disgust/Fear
6382,constraineth,VBP,Disgust/Fear
6383,reconciled,VBD,Disgust/Fear
6384,succoured,VBN,Disgust/Fear
6385,blamed,VBN,Sad/Angry
6386,approving,VBG,Disgust/Fear
6387,unfeigned,VBN,Disgust/Fear
6388,possessing,VBG,Disgust/Fear
6389,yoked,VBN,Disgust/Fear
6390,perfecting,VBG,Happy
6391,wronged,VBN,Sad/Angry
6392,sorry,VBP,Sad/Angry
6393,sorry,VB,Sad/Angry
6394,sorrowed,VBD,Sad/Angry
6395,sorrowed,VBN,Sad/Angry
6396,carefulness,VBD,Happy
6397,whilst,VB,Disgust/Fear
6398,remembereth,VB,Disgust/Fear
6399,burdened,VBD,Sad/Angry
6400,travel,VB,Disgust/Fear
6401,administered,VBN,Disgust/Fear
6402,avoiding,VBG,Sad/Angry
6403,blame,VB,Sad/Angry
6404,pulling,VBG,Disgust/Fear
6405,measuring,VBP,Disgust/Fear
6406,abasing,VBG,Disgust/Fear
6407,service,VB,Disgust/Fear
6408,burdensome,VBN,Sad/Angry
6409,transforming,VBG,Disgust/Fear
6410,apprehend,VB,Disgust/Fear
6411,compelled,VBN,Happy
6412,burden,VB,Sad/Angry
6413,excuse,VBP,Happy
6414,wish,VBP,Happy
6415,edification,VB,Disgust/Fear
6416,unknown,VBN,Disgust/Fear
6417,communicated,VBD,Disgust/Fear
6418,foreseeing,VBG,Disgust/Fear
6419,lord,VBN,Disgust/Fear
6420,injured,VBN,Sad/Angry
6421,affect,VBP,Disgust/Fear
6422,exclude,VB,Sad/Angry
6423,affect,VB,Disgust/Fear
6424,travail,VBP,Disgust/Fear
6425,bondage,VB,Disgust/Fear
6426,entangled,VBN,Disgust/Fear
6427,faith,VBD,Happy
6428,suffer,VBN,Sad/Angry
6429,liberty,VB,Happy
6430,overtaken,VBN,Disgust/Fear
6431,constrain,VBP,Disgust/Fear
6432,predestinated,VBN,Disgust/Fear
6433,redemption,VBN,Disgust/Fear
6434,framed,VBN,Disgust/Fear
6435,grounded,VBN,Disgust/Fear
6436,height,VBD,Disgust/Fear
6437,forbearing,VBG,Disgust/Fear
6438,endeavouring,VBG,Disgust/Fear
6439,compacted,VBN,Disgust/Fear
6440,darkened,VBD,Disgust/Fear
6441,tenderhearted,VBN,Happy
6442,redeeming,VBG,Disgust/Fear
6443,submitting,VBG,Disgust/Fear
6444,cherisheth,VB,Disgust/Fear
6445,wrestle,VBP,Disgust/Fear
6446,girt,VBP,Disgust/Fear
6447,shod,VBP,Disgust/Fear
6448,tychicus,VB,Disgust/Fear
6449,waxing,VBG,Disgust/Fear
6450,striving,VBG,Disgust/Fear
6451,robbery,VB,Disgust/Fear
6452,likeminded,VBD,Disgust/Fear
6453,sorrow,VBN,Sad/Angry
6454,supply,VB,Disgust/Fear
6455,persecuting,VBG,Sad/Angry
6456,forgetting,VBG,Disgust/Fear
6457,mind,VBP,Disgust/Fear
6458,wellpleasing,VBG,Disgust/Fear
6459,chiefly,VBP,Disgust/Fear
6460,increasing,VBG,Disgust/Fear
6461,consist,VBP,Disgust/Fear
6462,grounded,VBD,Disgust/Fear
6463,moved,VB,Disgust/Fear
6464,known,VB,Disgust/Fear
6465,beguile,VB,Disgust/Fear
6466,absent,VBN,Disgust/Fear
6467,dwelleth,VB,Disgust/Fear
6468,blotting,VBG,Disgust/Fear
6469,nailing,VBG,Disgust/Fear
6470,triumphing,VBG,Happy
6471,intruding,VBG,Disgust/Fear
6472,puffed,VBD,Disgust/Fear
6473,richly,VBP,Happy
6474,admonishing,VBG,Disgust/Fear
6475,aristarchus,VB,Disgust/Fear
6476,labouring,VBG,Disgust/Fear
6477,archippus,VB,Disgust/Fear
6478,imparted,VBN,Disgust/Fear
6479,satan,VBP,Disgust/Fear
6480,hindered,VBD,Disgust/Fear
6481,abstain,VB,Disgust/Fear
6482,defraud,VB,Disgust/Fear
6483,forewarned,VBN,Disgust/Fear
6484,wake,VBP,Disgust/Fear
6485,exhort,VBP,Disgust/Fear
6486,admired,VBN,Happy
6487,opposeth,VBP,Disgust/Fear
6488,exalteth,VBP,Disgust/Fear
6489,letteth,VBP,Disgust/Fear
6490,salvation,VB,Disgust/Fear
6491,confidence,VBN,Happy
6492,peace,VBP,Happy
6493,timothy,VB,Disgust/Fear
6494,edifying,VBG,Disgust/Fear
6495,charity,VBN,Happy
6496,unfeigned,VBD,Disgust/Fear
6497,swerved,VBN,Disgust/Fear
6498,hereafter,VB,Disgust/Fear
6499,adorn,VBP,Happy
6500,doubletongued,VBN,Disgust/Fear
6501,grave,VBN,Sad/Angry
6502,seducing,VBG,Disgust/Fear
6503,seared,VBN,Disgust/Fear
6504,doctrine,VB,Disgust/Fear
6505,profiting,VBG,Happy
6506,relieved,VBN,Happy
6507,guide,VBP,Disgust/Fear
6508,rule,VBP,Disgust/Fear
6509,wholesome,VB,Disgust/Fear
6510,doting,VBG,Disgust/Fear
6511,drown,VBP,Sad/Angry
6512,quickeneth,VBP,Disgust/Fear
6513,witnessed,VBD,Disgust/Fear
6514,rich,VBN,Happy
6515,stir,VBD,Disgust/Fear
6516,faithful,VB,Happy
6517,entangleth,VB,Disgust/Fear
6518,endure,VBP,Disgust/Fear
6519,purge,VBD,Disgust/Fear
6520,avoid,VBP,Sad/Angry
6521,gender,VB,Disgust/Fear
6522,instructing,VBG,Disgust/Fear
6523,oppose,VBP,Disgust/Fear
6524,highminded,VBD,Disgust/Fear
6525,denying,VBG,Sad/Angry
6526,laden,VBP,Disgust/Fear
6527,itching,VBG,Disgust/Fear
6528,appearing,VBG,Disgust/Fear
6529,galatia,VB,Disgust/Fear
6530,titus,VB,Disgust/Fear
6531,alexander,VB,Disgust/Fear
6532,selfwilled,VBN,Disgust/Fear
6533,filthy,VB,Disgust/Fear
6534,convince,VB,Happy
6535,subvert,VBP,Disgust/Fear
6536,temperate,VB,Disgust/Fear
6537,purloining,VBG,Disgust/Fear
6538,adorn,VB,Happy
6539,subverted,VBN,Disgust/Fear
6540,diligent,VBN,Disgust/Fear
6541,philemon,VB,Disgust/Fear
6542,enjoin,VB,Disgust/Fear
6543,upholding,VBG,Disgust/Fear
6544,fold,VBD,Disgust/Fear
6545,crownedst,VB,Disgust/Fear
6546,perfect,VBP,Happy
6547,piercing,VBG,Disgust/Fear
6548,truly,VBP,Happy
6549,manna,VBN,Disgust/Fear
6550,accomplishing,VBG,Disgust/Fear
6551,imposed,VBN,Sad/Angry
6552,sprinkling,VBG,Disgust/Fear
6553,shedding,VBG,Disgust/Fear
6554,thereunto,VBP,Disgust/Fear
6555,wavering,VBG,Sad/Angry
6556,forsaking,VBG,Disgust/Fear
6557,illuminated,VBN,Disgust/Fear
6558,speaketh,VBN,Disgust/Fear
6559,sara,VBD,Disgust/Fear
6560,sprang,VBP,Disgust/Fear
6561,choosing,VBG,Disgust/Fear
6562,esteeming,VBG,Disgust/Fear
6563,assaying,VBG,Disgust/Fear
6564,faith,VBG,Happy
